"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"10.03.2017","sections","Видеозаписи","",2
"10.03.2017","members","Новые участники","",1
"09.03.2017","views","","",5
"09.03.2017","visitors","","",4
"09.03.2017","gender","М","",3
"09.03.2017","age","18-21","",1
"09.03.2017","age","21-24","",2
"09.03.2017","gender_age","М","18-21",1
"09.03.2017","gender_age","М","21-24",2
"09.03.2017","cities","Санкт-Петербург","",1
"09.03.2017","cities","Дербент","",1
"09.03.2017","countries","Россия","",4
"09.03.2017","sections","Фотоальбомы","",1
"08.03.2017","views","","",1
"08.03.2017","visitors","","",1
"08.03.2017","gender","М","",1
"08.03.2017","age","18-21","",1
"08.03.2017","gender_age","М","18-21",1
"08.03.2017","countries","Россия","",1
"07.03.2017","views","","",6
"07.03.2017","visitors","","",3
"07.03.2017","countries","США","",3
"06.03.2017","views","","",2
"06.03.2017","visitors","","",2
"06.03.2017","gender","Ж","",2
"06.03.2017","age","21-24","",1
"06.03.2017","age","27-30","",1
"06.03.2017","gender_age","Ж","21-24",1
"06.03.2017","gender_age","Ж","27-30",1
"06.03.2017","cities","Москва","",1
"06.03.2017","cities","Санкт-Петербург","",1
"06.03.2017","countries","Россия","",2
"05.03.2017","views","","",5
"05.03.2017","visitors","","",4
"05.03.2017","gender","Ж","",2
"05.03.2017","gender","М","",2
"05.03.2017","age","18-21","",1
"05.03.2017","age","21-24","",1
"05.03.2017","age","45+","",1
"05.03.2017","gender_age","Ж","18-21",1
"05.03.2017","gender_age","М","21-24",1
"05.03.2017","gender_age","М","45+",1
"05.03.2017","cities","Санкт-Петербург","",2
"05.03.2017","countries","Россия","",3
"05.03.2017","countries","Украина","",1
"05.03.2017","sections","Фотоальбомы","",1
"04.03.2017","views","","",7
"04.03.2017","visitors","","",5
"04.03.2017","gender","Ж","",1
"04.03.2017","gender","М","",2
"04.03.2017","age","24-27","",1
"04.03.2017","age","35-45","",1
"04.03.2017","gender_age","М","24-27",1
"04.03.2017","gender_age","М","35-45",1
"04.03.2017","cities","Санкт-Петербург","",1
"04.03.2017","cities","Павлодар","",1
"04.03.2017","countries","Россия","",5
"03.03.2017","views","","",4
"03.03.2017","visitors","","",2
"03.03.2017","gender","Ж","",1
"03.03.2017","gender","М","",1
"03.03.2017","age","18-21","",1
"03.03.2017","age","24-27","",1
"03.03.2017","gender_age","Ж","18-21",1
"03.03.2017","gender_age","М","24-27",1
"03.03.2017","cities","Санкт-Петербург","",1
"03.03.2017","countries","Россия","",2
"02.03.2017","views","","",4
"02.03.2017","visitors","","",3
"02.03.2017","gender","М","",2
"02.03.2017","age","21-24","",1
"02.03.2017","age","45+","",1
"02.03.2017","gender_age","М","21-24",1
"02.03.2017","gender_age","М","45+",1
"02.03.2017","cities","Санкт-Петербург","",1
"02.03.2017","countries","Россия","",2
"02.03.2017","countries","США","",1
"01.03.2017","views","","",6
"01.03.2017","visitors","","",4
"01.03.2017","gender","Ж","",1
"01.03.2017","gender","М","",3
"01.03.2017","age","18-21","",1
"01.03.2017","age","21-24","",1
"01.03.2017","age","24-27","",1
"01.03.2017","age","35-45","",1
"01.03.2017","gender_age","Ж","35-45",1
"01.03.2017","gender_age","М","18-21",1
"01.03.2017","gender_age","М","21-24",1
"01.03.2017","gender_age","М","24-27",1
"01.03.2017","cities","Санкт-Петербург","",3
"01.03.2017","countries","Россия","",4
"01.03.2017","sections","Обсуждения","",2
"01.03.2017","members","Новые участники","",1
"28.02.2017","views","","",3
"28.02.2017","visitors","","",3
"28.02.2017","gender","Ж","",1
"28.02.2017","gender","М","",2
"28.02.2017","age","21-24","",1
"28.02.2017","gender_age","М","21-24",1
"28.02.2017","cities","Бишкек","",1
"28.02.2017","cities","Санкт-Петербург","",1
"28.02.2017","countries","Кыргызстан","",1
"28.02.2017","countries","Россия","",1
"28.02.2017","countries","Украина","",1
"28.02.2017","members","Новые участники","",2
"27.02.2017","views","","",2
"27.02.2017","visitors","","",2
"27.02.2017","gender","М","",2
"27.02.2017","age","18-21","",1
"27.02.2017","age","27-30","",1
"27.02.2017","gender_age","М","18-21",1
"27.02.2017","gender_age","М","27-30",1
"27.02.2017","cities","Тула","",1
"27.02.2017","cities","Усть-Каменогорск","",1
"27.02.2017","countries","Россия","",1
"27.02.2017","countries","Казахстан","",1
"26.02.2017","views","","",2
"26.02.2017","visitors","","",2
"26.02.2017","gender","М","",2
"26.02.2017","age","18-21","",1
"26.02.2017","age","30-35","",1
"26.02.2017","gender_age","М","18-21",1
"26.02.2017","gender_age","М","30-35",1
"26.02.2017","cities","Череповец","",1
"26.02.2017","cities","Ярославль","",1
"26.02.2017","countries","Россия","",2
"25.02.2017","views","","",2
"25.02.2017","visitors","","",2
"25.02.2017","gender","М","",1
"25.02.2017","age","30-35","",1
"25.02.2017","gender_age","М","30-35",1
"25.02.2017","countries","Россия","",2
"24.02.2017","views","","",4
"24.02.2017","visitors","","",4
"24.02.2017","gender","М","",4
"24.02.2017","age","27-30","",1
"24.02.2017","age","30-35","",2
"24.02.2017","age","35-45","",1
"24.02.2017","gender_age","М","27-30",1
"24.02.2017","gender_age","М","30-35",2
"24.02.2017","gender_age","М","35-45",1
"24.02.2017","cities","Красноярск","",2
"24.02.2017","cities","Гатчина","",1
"24.02.2017","countries","Россия","",4
"24.02.2017","members","Новые участники","",1
"23.02.2017","views","","",9
"23.02.2017","visitors","","",5
"23.02.2017","gender","Ж","",2
"23.02.2017","gender","М","",3
"23.02.2017","age","21-24","",2
"23.02.2017","age","24-27","",1
"23.02.2017","age","45+","",1
"23.02.2017","gender_age","Ж","24-27",1
"23.02.2017","gender_age","М","21-24",2
"23.02.2017","gender_age","М","45+",1
"23.02.2017","cities","Санкт-Петербург","",2
"23.02.2017","cities","Волгоград","",1
"23.02.2017","countries","Россия","",4
"23.02.2017","countries","Украина","",1
"23.02.2017","sections","Фотоальбомы","",4
"23.02.2017","members","Новые участники","",1
"22.02.2017","views","","",5
"22.02.2017","visitors","","",3
"22.02.2017","gender","Ж","",1
"22.02.2017","gender","М","",1
"22.02.2017","age","21-24","",1
"22.02.2017","age","45+","",1
"22.02.2017","gender_age","Ж","45+",1
"22.02.2017","gender_age","М","21-24",1
"22.02.2017","countries","Россия","",3
"22.02.2017","members","Вышедшие участники","",2
"21.02.2017","views","","",4
"21.02.2017","visitors","","",3
"21.02.2017","gender","М","",2
"21.02.2017","age","21-24","",1
"21.02.2017","age","27-30","",1
"21.02.2017","gender_age","М","21-24",1
"21.02.2017","gender_age","М","27-30",1
"21.02.2017","cities","Донецк","",1
"21.02.2017","countries","Италия","",1
"21.02.2017","countries","Украина","",1
"21.02.2017","countries","Россия","",1
"21.02.2017","sections","Видеозаписи","",1
"20.02.2017","views","","",3
"20.02.2017","visitors","","",2
"20.02.2017","gender","Ж","",1
"20.02.2017","gender","М","",1
"20.02.2017","age","45+","",2
"20.02.2017","gender_age","Ж","45+",1
"20.02.2017","gender_age","М","45+",1
"20.02.2017","cities","Санкт-Петербург","",1
"20.02.2017","cities","Москва","",1
"20.02.2017","countries","Россия","",2
"20.02.2017","sections","Фотоальбомы","",1
"19.02.2017","views","","",1
"19.02.2017","visitors","","",1
"19.02.2017","gender","М","",1
"19.02.2017","age","24-27","",1
"19.02.2017","gender_age","М","24-27",1
"19.02.2017","cities","Санкт-Петербург","",1
"19.02.2017","countries","Россия","",1
"18.02.2017","views","","",14
"18.02.2017","visitors","","",5
"18.02.2017","gender","Ж","",1
"18.02.2017","gender","М","",2
"18.02.2017","age","21-24","",1
"18.02.2017","age","24-27","",1
"18.02.2017","gender_age","Ж","24-27",1
"18.02.2017","gender_age","М","21-24",1
"18.02.2017","cities","Томск","",1
"18.02.2017","cities","Нижний Новгород","",1
"18.02.2017","countries","Россия","",4
"18.02.2017","countries","Украина","",1
"18.02.2017","sections","Обсуждения","",2
"18.02.2017","members","Вышедшие участники","",1
"17.02.2017","views","","",3
"17.02.2017","visitors","","",3
"17.02.2017","gender","Ж","",1
"17.02.2017","age","24-27","",1
"17.02.2017","gender_age","Ж","24-27",1
"17.02.2017","countries","Россия","",3
"16.02.2017","views","","",12
"16.02.2017","visitors","","",4
"16.02.2017","gender","Ж","",2
"16.02.2017","gender","М","",2
"16.02.2017","age","21-24","",1
"16.02.2017","age","24-27","",1
"16.02.2017","age","35-45","",1
"16.02.2017","gender_age","Ж","24-27",1
"16.02.2017","gender_age","Ж","35-45",1
"16.02.2017","gender_age","М","21-24",1
"16.02.2017","cities","Ульяновск","",1
"16.02.2017","cities","Новоуральск","",1
"16.02.2017","cities","Санкт-Петербург","",1
"16.02.2017","countries","Россия","",4
"16.02.2017","sections","Фотоальбомы","",6
"16.02.2017","members","Новые участники","",1
"16.02.2017","members","Вышедшие участники","",1
"15.02.2017","views","","",1
"15.02.2017","visitors","","",1
"15.02.2017","gender","Ж","",1
"15.02.2017","age","21-24","",1
"15.02.2017","gender_age","Ж","21-24",1
"15.02.2017","cities","Санкт-Петербург","",1
"15.02.2017","countries","Россия","",1
"14.02.2017","views","","",1
"14.02.2017","visitors","","",1
"14.02.2017","gender","М","",1
"14.02.2017","age","18-21","",1
"14.02.2017","gender_age","М","18-21",1
"14.02.2017","cities","Санкт-Петербург","",1
"14.02.2017","countries","Россия","",1
"13.02.2017","views","","",2
"13.02.2017","visitors","","",2
"13.02.2017","gender","М","",1
"13.02.2017","age","30-35","",1
"13.02.2017","gender_age","М","30-35",1
"13.02.2017","cities","Уфа","",1
"13.02.2017","countries","США","",1
"13.02.2017","countries","Россия","",1
"12.02.2017","views","","",3
"12.02.2017","visitors","","",3
"12.02.2017","gender","Ж","",1
"12.02.2017","gender","М","",2
"12.02.2017","age","1-18","",1
"12.02.2017","age","18-21","",1
"12.02.2017","age","30-35","",1
"12.02.2017","gender_age","Ж","1-18",1
"12.02.2017","gender_age","М","18-21",1
"12.02.2017","gender_age","М","30-35",1
"12.02.2017","cities","Мыски","",1
"12.02.2017","cities","Оренбург","",1
"12.02.2017","countries","Россия","",3
"11.02.2017","views","","",8
"11.02.2017","visitors","","",3
"11.02.2017","gender","М","",2
"11.02.2017","age","21-24","",1
"11.02.2017","age","30-35","",1
"11.02.2017","gender_age","М","21-24",1
"11.02.2017","gender_age","М","30-35",1
"11.02.2017","cities","Минск","",1
"11.02.2017","cities","Сыктывкар","",1
"11.02.2017","countries","Беларусь","",1
"11.02.2017","countries","США","",1
"11.02.2017","countries","Россия","",1
"11.02.2017","sections","Фотоальбомы","",4
"10.02.2017","views","","",6
"10.02.2017","visitors","","",5
"10.02.2017","gender","Ж","",1
"10.02.2017","gender","М","",4
"10.02.2017","age","18-21","",1
"10.02.2017","age","21-24","",1
"10.02.2017","age","24-27","",1
"10.02.2017","gender_age","Ж","24-27",1
"10.02.2017","gender_age","М","18-21",1
"10.02.2017","gender_age","М","21-24",1
"10.02.2017","cities","Санкт-Петербург","",1
"10.02.2017","cities","Den Haag","",1
"10.02.2017","countries","Россия","",4
"10.02.2017","countries","Беларусь","",1
"10.02.2017","sections","Видеозаписи","",1
"10.02.2017","members","Новые участники","",1
"09.02.2017","views","","",7
"09.02.2017","visitors","","",3
"09.02.2017","gender","Ж","",1
"09.02.2017","gender","М","",1
"09.02.2017","age","24-27","",1
"09.02.2017","gender_age","М","24-27",1
"09.02.2017","cities","Алматы","",1
"09.02.2017","cities","Санкт-Петербург","",1
"09.02.2017","countries","Россия","",2
"09.02.2017","countries","Казахстан","",1
"09.02.2017","sections","Видеозаписи","",3
"08.02.2017","views","","",0
"08.02.2017","visitors","","",0
"07.02.2017","views","","",4
"07.02.2017","visitors","","",3
"07.02.2017","gender","Ж","",2
"07.02.2017","gender","М","",1
"07.02.2017","age","18-21","",1
"07.02.2017","age","24-27","",1
"07.02.2017","age","30-35","",1
"07.02.2017","gender_age","Ж","24-27",1
"07.02.2017","gender_age","Ж","30-35",1
"07.02.2017","gender_age","М","18-21",1
"07.02.2017","cities","Санкт-Петербург","",2
"07.02.2017","countries","Россия","",3
"07.02.2017","members","Вышедшие участники","",1
"06.02.2017","views","","",6
"06.02.2017","visitors","","",5
"06.02.2017","gender","Ж","",2
"06.02.2017","gender","М","",2
"06.02.2017","age","21-24","",1
"06.02.2017","age","24-27","",1
"06.02.2017","age","45+","",1
"06.02.2017","gender_age","Ж","21-24",1
"06.02.2017","gender_age","Ж","24-27",1
"06.02.2017","gender_age","М","45+",1
"06.02.2017","cities","Воронеж","",1
"06.02.2017","cities","Санкт-Петербург","",1
"06.02.2017","countries","Россия","",4
"06.02.2017","countries","Украина","",1
"05.02.2017","views","","",2
"05.02.2017","visitors","","",2
"05.02.2017","gender","М","",2
"05.02.2017","age","18-21","",1
"05.02.2017","age","21-24","",1
"05.02.2017","gender_age","М","18-21",1
"05.02.2017","gender_age","М","21-24",1
"05.02.2017","cities","Краснодар","",1
"05.02.2017","countries","Россия","",2
"05.02.2017","members","Вышедшие участники","",1
"04.02.2017","views","","",0
"04.02.2017","visitors","","",0
"03.02.2017","views","","",0
"03.02.2017","visitors","","",0
"02.02.2017","views","","",3
"02.02.2017","visitors","","",2
"02.02.2017","gender","М","",2
"02.02.2017","cities","Красноярск","",1
"02.02.2017","countries","Россия","",2
"02.02.2017","sections","Фотоальбомы","",1
"01.02.2017","views","","",0
"01.02.2017","visitors","","",0
"31.01.2017","views","","",9
"31.01.2017","visitors","","",1
"31.01.2017","gender","Ж","",1
"31.01.2017","countries","Россия","",1
"30.01.2017","views","","",2
"30.01.2017","visitors","","",1
"30.01.2017","gender","М","",1
"30.01.2017","age","21-24","",1
"30.01.2017","gender_age","М","21-24",1
"30.01.2017","cities","Красноярск","",1
"30.01.2017","countries","Россия","",1
"29.01.2017","views","","",8
"29.01.2017","visitors","","",3
"29.01.2017","gender","М","",3
"29.01.2017","age","21-24","",1
"29.01.2017","age","24-27","",1
"29.01.2017","gender_age","М","21-24",1
"29.01.2017","gender_age","М","24-27",1
"29.01.2017","cities","Санкт-Петербург","",2
"29.01.2017","cities","Самара","",1
"29.01.2017","countries","Россия","",3
"29.01.2017","members","Новые участники","",1
"28.01.2017","views","","",4
"28.01.2017","visitors","","",4
"28.01.2017","gender","Ж","",2
"28.01.2017","gender","М","",2
"28.01.2017","age","21-24","",1
